,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5141,Reservoir,119 Hughes Pde,3,h,680000.0,S,Ray,16/04/2016,11.2,3073.0,3.0,1.0,4.0,527.0,146.0,1965.0,Darebin,-37.6983,144.9941,Northern Metropolitan,21650.0
5142,Reservoir,2/27 Kenilworth St,2,t,530000.0,S,Nelson,16/04/2016,11.2,3073.0,2.0,1.0,1.0,0.0,106.0,2007.0,Darebin,-37.7141,145.0047,Northern Metropolitan,21650.0
5143,Reservoir,39 Mason St,4,h,786000.0,S,Nelson,16/04/2016,11.2,3073.0,4.0,3.0,1.0,595.0,174.0,2013.0,Darebin,-37.7283,145.0072,Northern Metropolitan,21650.0
5144,Reservoir,4/7 Pershing St,2,u,390000.0,VB,Nelson,16/04/2016,11.2,3073.0,2.0,1.0,1.0,122.0,74.0,1980.0,Darebin,-37.7261,144.9961,Northern Metropolitan,21650.0
5145,Reservoir,8 Willoughby St,3,h,650000.0,S,hockingstuart,16/04/2016,11.2,3073.0,3.0,1.0,2.0,468.0,92.0,1960.0,Darebin,-37.7184,144.9962,Northern Metropolitan,21650.0
5146,Reservoir,5 Zinnia St,3,h,540000.0,S,Nelson,16/04/2016,11.2,3073.0,3.0,1.0,2.0,496.0,,,Darebin,-37.7156,144.9825,Northern Metropolitan,21650.0
5147,Reservoir,43 Barry St,3,h,685000.0,S,Love,16/07/2016,11.2,3073.0,3.0,1.0,1.0,497.0,,,Darebin,-37.7096,145.0036,Northern Metropolitan,21650.0
5148,Reservoir,2 Carrington Rd,3,h,800000.0,SP,Fletchers,16/07/2016,11.2,3073.0,3.0,2.0,3.0,574.0,159.0,1955.0,Darebin,-37.722,144.9922,Northern Metropolitan,21650.0
5149,Reservoir,4 Dennis St,3,h,830000.0,S,Stockdale,16/07/2016,11.2,3073.0,3.0,1.0,2.0,671.0,,,Darebin,-37.7187,145.0127,Northern Metropolitan,21650.0
5150,Reservoir,2/14 Drysdale St,2,u,330000.0,PI,Ray,16/07/2016,11.2,3073.0,2.0,1.0,1.0,90.0,64.0,1970.0,Darebin,-37.7295,145.0243,Northern Metropolitan,21650.0
5151,Reservoir,12 Ida Ct,3,h,539000.0,S,Nelson,16/07/2016,11.2,3073.0,3.0,1.0,1.0,474.0,114.0,1960.0,Darebin,-37.7086,144.9919,Northern Metropolitan,21650.0
5152,Reservoir,79 Darebin Bvd,3,h,622500.0,S,Ray,17/09/2016,11.2,3073.0,3.0,1.0,1.0,456.0,94.0,1960.0,Darebin,-37.7038,145.0281,Northern Metropolitan,21650.0
5153,Reservoir,89 Darebin Bvd,4,h,767500.0,S,Barry,17/09/2016,11.2,3073.0,3.0,2.0,2.0,834.0,129.0,2017.0,Darebin,-37.704,145.0299,Northern Metropolitan,21650.0
5154,Reservoir,15 Down St,3,h,780000.0,PI,hockingstuart,17/09/2016,11.2,3073.0,3.0,1.0,2.0,464.0,125.0,1920.0,Darebin,-37.7245,145.004,Northern Metropolitan,21650.0
5155,Reservoir,18 Elizabeth Ct,3,h,668000.0,S,Barry,17/09/2016,11.2,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,-37.6989,145.0212,Northern Metropolitan,21650.0
5156,Reservoir,53 Northernhay St,4,h,1215000.0,S,Nelson,17/09/2016,11.2,3073.0,4.0,2.0,4.0,748.0,,,Darebin,-37.7247,145.0096,Northern Metropolitan,21650.0
5157,Reservoir,5 Birdwood St,3,h,1120000.0,S,Nelson,18/03/2017,11.2,3073.0,3.0,1.0,2.0,744.0,,,Darebin,-37.7285,144.9961,Northern Metropolitan,21650.0
5158,Reservoir,1/26 Chaleyer St,3,u,470000.0,S,Ray,18/03/2017,11.2,3073.0,3.0,1.0,2.0,159.0,97.0,1970.0,Darebin,-37.7277,145.0248,Northern Metropolitan,21650.0
5159,Reservoir,75 Cheddar Rd,3,h,800000.0,PI,Stockdale,18/03/2017,11.2,3073.0,3.0,1.0,1.0,858.0,,,Darebin,-37.7075,145.0136,Northern Metropolitan,21650.0
5160,Reservoir,192 Edwardes St,2,h,1700000.0,PI,Barry,18/03/2017,11.2,3073.0,2.0,1.0,6.0,1041.0,,,Darebin,-37.7152,144.997,Northern Metropolitan,21650.0
5161,Reservoir,4 Hickford St,3,h,655000.0,S,Love,18/03/2017,11.2,3073.0,3.0,2.0,2.0,456.0,137.0,1970.0,Darebin,-37.7061,145.0308,Northern Metropolitan,21650.0
5162,Reservoir,12 Kinkora Rd,3,h,885000.0,S,hockingstuart,18/03/2017,11.2,3073.0,3.0,1.0,2.0,518.0,,,Darebin,-37.7303,145.0171,Northern Metropolitan,21650.0
5163,Reservoir,28A McMahon Rd,2,h,510000.0,S,Barry,18/03/2017,11.2,3073.0,2.0,1.0,2.0,268.0,,,Darebin,-37.7113,145.0224,Northern Metropolitan,21650.0
5164,Reservoir,1/12 Merino St,2,u,440000.0,SP,Love,18/03/2017,11.2,3073.0,2.0,1.0,1.0,183.0,93.0,1980.0,Darebin,-37.7078,145.033,Northern Metropolitan,21650.0
5165,Reservoir,12 Borrie St,3,h,703000.0,S,Nelson,18/06/2016,11.2,3073.0,3.0,2.0,1.0,597.0,120.0,1960.0,Darebin,-37.7066,145.0203,Northern Metropolitan,21650.0
5166,Reservoir,1/5 Daventry St,2,u,424000.0,S,Barry,18/06/2016,11.2,3073.0,2.0,1.0,1.0,141.0,81.0,1980.0,Darebin,-37.7149,145.0009,Northern Metropolitan,21650.0
5167,Reservoir,11 Elsey Rd,4,h,750000.0,S,Love,18/06/2016,11.2,3073.0,4.0,1.0,2.0,747.0,,,Darebin,-37.7054,145.0137,Northern Metropolitan,21650.0
5168,Reservoir,25 Florence Cl,3,h,613000.0,S,Nelson,18/06/2016,11.2,3073.0,3.0,1.0,2.0,745.0,149.0,1985.0,Darebin,-37.7007,144.9815,Northern Metropolitan,21650.0
5169,Reservoir,6 McShane St,3,h,779000.0,S,Barry,18/06/2016,11.2,3073.0,3.0,1.0,2.0,945.0,,,Darebin,-37.7027,145.0001,Northern Metropolitan,21650.0
5170,Reservoir,1 Nisbett St,2,t,425000.0,S,Stockdale,18/06/2016,11.2,3073.0,2.0,1.0,1.0,145.0,100.0,,Darebin,-37.7284,145.0361,Northern Metropolitan,21650.0
5171,Reservoir,85 Radford Rd,5,h,791000.0,S,Ray,18/06/2016,11.2,3073.0,4.0,3.0,1.0,961.0,,,Darebin,-37.7024,144.984,Northern Metropolitan,21650.0
5172,Reservoir,3 Sheargold Ct,3,h,475000.0,S,Nelson,18/06/2016,11.2,3073.0,3.0,1.0,1.0,535.0,133.0,1970.0,Darebin,-37.692,144.9781,Northern Metropolitan,21650.0
5173,Reservoir,50 Gloucester St,3,h,950000.0,S,RW,19/11/2016,11.2,3073.0,3.0,2.0,2.0,565.0,120.0,1920.0,Darebin,-37.7196,144.997,Northern Metropolitan,21650.0
5174,Reservoir,3/141 Hickford St,2,u,352000.0,S,Stockdale,19/11/2016,11.2,3073.0,2.0,1.0,1.0,0.0,,1970.0,Darebin,-37.703,145.014,Northern Metropolitan,21650.0
5175,Reservoir,24 Ludeman Ct,4,h,730000.0,PI,Barry,19/11/2016,11.2,3073.0,4.0,1.0,2.0,770.0,152.0,1970.0,Darebin,-37.6981,144.9989,Northern Metropolitan,21650.0
5176,Reservoir,140 Purinuan Rd,2,h,791000.0,S,Barry,19/11/2016,11.2,3073.0,2.0,1.0,3.0,720.0,,,Darebin,-37.7076,145.017,Northern Metropolitan,21650.0
5177,Reservoir,6 Rodman St,3,h,905000.0,S,Barry,19/11/2016,11.2,3073.0,3.0,1.0,2.0,950.0,121.0,1960.0,Darebin,-37.7022,145.0078,Northern Metropolitan,21650.0
5178,Reservoir,2/152 St Vigeons Rd,2,u,480000.0,S,Ray,19/11/2016,11.2,3073.0,2.0,2.0,1.0,145.0,145.0,2010.0,Darebin,-37.7053,145.0173,Northern Metropolitan,21650.0
5179,Reservoir,13 Whitby St,3,h,767000.0,S,hockingstuart,19/11/2016,11.2,3073.0,3.0,1.0,2.0,561.0,96.0,1950.0,Darebin,-37.7098,145.0031,Northern Metropolitan,21650.0
5180,Reservoir,26 York St,3,h,871000.0,S,Nelson,19/11/2016,11.2,3073.0,3.0,1.0,3.0,614.0,,,Darebin,-37.7276,144.989,Northern Metropolitan,21650.0
5181,Reservoir,1/15 Chenies St,3,u,450000.0,VB,hockingstuart,22/05/2016,11.2,3073.0,3.0,1.0,2.0,179.0,108.0,2002.0,Darebin,-37.7108,145.0289,Northern Metropolitan,21650.0
5182,Reservoir,10 Gilbank St,3,h,921500.0,S,Nelson,22/05/2016,11.2,3073.0,3.0,2.0,1.0,527.0,177.0,1950.0,Darebin,-37.7238,144.9964,Northern Metropolitan,21650.0
5183,Reservoir,2/10 Odowd St,2,t,490000.0,S,hockingstuart,22/05/2016,11.2,3073.0,3.0,1.0,1.0,126.0,91.0,2013.0,Darebin,-37.7186,145.0166,Northern Metropolitan,21650.0
5184,Reservoir,13 Southernhay St,3,h,787000.0,S,Stockdale,22/05/2016,11.2,3073.0,3.0,1.0,1.0,563.0,118.0,1940.0,Darebin,-37.7258,145.0129,Northern Metropolitan,21650.0
5185,Reservoir,8/99 Barton St,2,u,300000.0,VB,Love,22/08/2016,11.2,3073.0,2.0,1.0,1.0,0.0,55.0,2014.0,Darebin,-37.7112,144.9989,Northern Metropolitan,21650.0
5186,Reservoir,9/99 Barton St,2,u,335000.0,S,Love,22/08/2016,11.2,3073.0,2.0,1.0,1.0,0.0,54.0,2012.0,Darebin,-37.7112,144.9989,Northern Metropolitan,21650.0
5187,Reservoir,30 Boldrewood Pde,3,h,670500.0,S,Nelson,22/08/2016,11.2,3073.0,3.0,1.0,2.0,654.0,,,Darebin,-37.7229,145.0225,Northern Metropolitan,21650.0
5188,Reservoir,89 Cheddar Rd,5,h,1050000.0,S,Ray,22/08/2016,11.2,3073.0,5.0,2.0,1.0,578.0,,,Darebin,-37.7061,145.0147,Northern Metropolitan,21650.0
5189,Reservoir,2/7 Colthur St,3,u,475000.0,SP,Barry,22/08/2016,11.2,3073.0,3.0,1.0,2.0,521.0,100.0,2010.0,Darebin,-37.7097,144.9912,Northern Metropolitan,21650.0
5190,Reservoir,4/32 Crookston Rd,2,u,440000.0,SP,Barry,22/08/2016,11.2,3073.0,2.0,1.0,1.0,153.0,87.0,2007.0,Darebin,-37.7098,145.0211,Northern Metropolitan,21650.0
5191,Reservoir,30 Kinsale St,3,h,851500.0,S,Nelson,22/08/2016,11.2,3073.0,3.0,1.0,1.0,0.0,,1930.0,Darebin,-37.7217,144.9954,Northern Metropolitan,21650.0
5192,Reservoir,129 Spring St,2,h,623500.0,S,Nelson,22/08/2016,11.2,3073.0,2.0,1.0,0.0,452.0,,,Darebin,-37.7271,145.0009,Northern Metropolitan,21650.0
5193,Reservoir,52 Wilson Bvd,4,h,830000.0,PI,Ray,22/08/2016,11.2,3073.0,4.0,1.0,4.0,791.0,,,Darebin,-37.7001,144.9936,Northern Metropolitan,21650.0
5194,Reservoir,14 Beenak St,3,h,572000.0,S,Ray,23/04/2016,11.2,3073.0,3.0,1.0,2.0,41400.0,,,Darebin,-37.7104,145.0257,Northern Metropolitan,21650.0
5195,Reservoir,1/15 Delaware St,3,h,600000.0,S,Ray,23/04/2016,11.2,3073.0,3.0,2.0,2.0,0.0,,,Darebin,-37.7208,145.0148,Northern Metropolitan,21650.0
5196,Reservoir,2/15 Delaware St,3,h,450000.0,VB,Ray,23/04/2016,11.2,3073.0,2.0,2.0,2.0,185.0,,,Darebin,-37.7211,145.0147,Northern Metropolitan,21650.0
5197,Reservoir,2/2 Elsey Rd,2,u,525000.0,S,Harcourts,23/04/2016,11.2,3073.0,3.0,1.0,2.0,284.0,,2014.0,Darebin,-37.705,145.0152,Northern Metropolitan,21650.0
5198,Reservoir,17 Ramleh Rd,3,h,692500.0,S,Love,23/04/2016,11.2,3073.0,3.0,2.0,2.0,803.0,,,Darebin,-37.7086,145.0313,Northern Metropolitan,21650.0
5199,Reservoir,163 Spring St,4,h,790000.0,S,Ray,23/04/2016,11.2,3073.0,4.0,2.0,2.0,1090.0,,,Darebin,-37.7243,145.0014,Northern Metropolitan,21650.0
5200,Reservoir,70 Barry St,3,h,785000.0,S,Love,24/09/2016,11.2,3073.0,3.0,1.0,1.0,719.0,,,Darebin,-37.709,145.0015,Northern Metropolitan,21650.0
5201,Reservoir,16 Cool St,2,h,840000.0,SP,Nelson,24/09/2016,11.2,3073.0,2.0,1.0,1.0,714.0,,,Darebin,-37.726,144.9858,Northern Metropolitan,21650.0
5202,Reservoir,30 Davidson St,5,h,925000.0,S,Nelson,24/09/2016,11.2,3073.0,5.0,3.0,4.0,922.0,,,Darebin,-37.6961,144.9865,Northern Metropolitan,21650.0
5203,Reservoir,906 High St,3,h,700000.0,S,Nelson,24/09/2016,11.2,3073.0,3.0,1.0,1.0,621.0,,1950.0,Darebin,-37.7195,145.0074,Northern Metropolitan,21650.0
5204,Reservoir,5 Jess St,4,h,801000.0,S,Ray,24/09/2016,11.2,3073.0,3.0,1.0,2.0,771.0,,1965.0,Darebin,-37.705,145.0035,Northern Metropolitan,21650.0
5205,Reservoir,1/164 Leamington St,1,u,216000.0,S,Brad,24/09/2016,11.2,3073.0,2.0,1.0,1.0,0.0,45.0,1970.0,Darebin,-37.7111,144.9919,Northern Metropolitan,21650.0
5206,Reservoir,2/164 Leamington St,1,u,220000.0,S,Brad,24/09/2016,11.2,3073.0,1.0,1.0,1.0,0.0,45.0,1970.0,Darebin,-37.7111,144.9919,Northern Metropolitan,21650.0
5207,Reservoir,57 Newton St,3,h,866000.0,S,Nelson,24/09/2016,11.2,3073.0,3.0,1.0,2.0,569.0,,,Darebin,-37.7313,145.0224,Northern Metropolitan,21650.0
5208,Reservoir,6/5 Seaver Gr,2,u,340000.0,VB,Love,24/09/2016,11.2,3073.0,2.0,1.0,1.0,151.0,80.0,1975.0,Darebin,-37.7126,144.99,Northern Metropolitan,21650.0
5209,Reservoir,27 Banff St,2,h,500250.0,S,Harcourts,25/02/2017,11.2,3073.0,2.0,1.0,1.0,425.0,,1960.0,Darebin,-37.7047,145.0252,Northern Metropolitan,21650.0
5210,Reservoir,2/1 Clark St,1,h,395000.0,SP,Purplebricks,25/02/2017,11.2,3073.0,1.0,1.0,1.0,94.0,50.0,2014.0,Darebin,-37.7186,145.011,Northern Metropolitan,21650.0
5211,Reservoir,33 Edwardes St,3,h,810000.0,S,Barry,25/02/2017,11.2,3073.0,3.0,2.0,3.0,486.0,,,Darebin,-37.7164,145.0048,Northern Metropolitan,21650.0
5212,Reservoir,89 Henty St,2,h,790000.0,S,Barry,25/02/2017,11.2,3073.0,2.0,1.0,1.0,585.0,97.0,1950.0,Darebin,-37.719,144.9972,Northern Metropolitan,21650.0
5213,Reservoir,2/2 Leamington St,2,u,465000.0,S,Love,25/02/2017,11.2,3073.0,2.0,1.0,1.0,111.0,,,Darebin,-37.7128,145.0075,Northern Metropolitan,21650.0
5214,Reservoir,273 Mahoneys Rd,3,h,601000.0,S,Love,25/02/2017,11.2,3073.0,3.0,1.0,2.0,460.0,102.0,1965.0,Darebin,-37.6917,144.9755,Northern Metropolitan,21650.0
5215,Reservoir,103 McMahon Rd,2,h,772000.0,S,Ray,25/02/2017,11.2,3073.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7106,145.0138,Northern Metropolitan,21650.0
5216,Reservoir,33 Shand Rd,2,h,968000.0,S,Love,25/02/2017,11.2,3073.0,2.0,1.0,2.0,631.0,,,Darebin,-37.7211,145.0195,Northern Metropolitan,21650.0
5217,Reservoir,7 Thackeray Rd,3,h,928000.0,S,Barry,25/02/2017,11.2,3073.0,3.0,1.0,1.0,696.0,,,Darebin,-37.7218,145.015,Northern Metropolitan,21650.0
5218,Reservoir,5/25 Ashley St,2,u,300000.0,S,Love,26/07/2016,11.2,3073.0,2.0,1.0,1.0,87.0,62.0,1970.0,Darebin,-37.7174,145.0016,Northern Metropolitan,21650.0
5219,Reservoir,4/18 Gourock St,2,t,420000.0,VB,Love,26/07/2016,11.2,3073.0,2.0,1.0,2.0,153.0,107.0,2003.0,Darebin,-37.702,145.0324,Northern Metropolitan,21650.0
5220,Reservoir,1 Harmer St,4,h,885000.0,S,hockingstuart,26/07/2016,11.2,3073.0,4.0,2.0,3.0,936.0,262.0,1985.0,Darebin,-37.7021,145.0178,Northern Metropolitan,21650.0
5221,Reservoir,4/1067 High St,2,u,240000.0,PI,Stockdale,26/07/2016,11.2,3073.0,2.0,1.0,1.0,82.0,,1970.0,Darebin,-37.6983,145.0104,Northern Metropolitan,21650.0
5222,Reservoir,42 Kingsley Rd,3,h,815000.0,S,Nelson,26/07/2016,11.2,3073.0,3.0,1.0,2.0,550.0,557.0,1965.0,Darebin,-37.7208,144.9887,Northern Metropolitan,21650.0
5223,Reservoir,28 Mendip Rd,3,h,882500.0,S,Barry,26/07/2016,11.2,3073.0,3.0,2.0,2.0,681.0,135.0,1940.0,Darebin,-37.7217,145.0163,Northern Metropolitan,21650.0
5224,Reservoir,54 Pine St,3,h,793000.0,S,Barry,26/07/2016,11.2,3073.0,3.0,1.0,2.0,589.0,128.0,1950.0,Darebin,-37.7195,144.9982,Northern Metropolitan,21650.0
5225,Reservoir,1/21 Crookston Rd,3,h,550000.0,PI,Barry,27/06/2016,11.2,3073.0,3.0,2.0,2.0,260.0,128.0,2006.0,Darebin,-37.7106,145.0225,Northern Metropolitan,21650.0
5226,Reservoir,1/173 Edwardes St,2,u,477000.0,S,Nelson,27/06/2016,11.2,3073.0,2.0,1.0,2.0,115.0,,,Darebin,-37.7156,144.9977,Northern Metropolitan,21650.0
5227,Reservoir,1/14 Ludeman Ct,2,u,433000.0,S,Ray,27/06/2016,11.2,3073.0,2.0,1.0,1.0,236.0,72.0,2012.0,Darebin,-37.6984,144.9997,Northern Metropolitan,21650.0
5228,Reservoir,6 Mattea Ct,3,u,672000.0,S,Harcourts,27/06/2016,11.2,3073.0,3.0,1.0,2.0,855.0,,,Darebin,-37.7328,145.0348,Northern Metropolitan,21650.0
5229,Reservoir,124 Rathcown Rd,2,h,680000.0,S,hockingstuart,27/06/2016,11.2,3073.0,2.0,1.0,1.0,750.0,92.0,1960.0,Darebin,-37.7089,145.0192,Northern Metropolitan,21650.0
5230,Reservoir,15 Berwick St,3,h,751000.0,S,Love,27/11/2016,11.2,3073.0,3.0,1.0,2.0,604.0,,1940.0,Darebin,-37.723,145.0024,Northern Metropolitan,21650.0
5231,Reservoir,10 Dumbarton St,3,h,851000.0,S,Barry,27/11/2016,11.2,3073.0,3.0,1.0,1.0,826.0,101.0,1960.0,Darebin,-37.7013,145.0244,Northern Metropolitan,21650.0
5232,Reservoir,657 Gilbert Rd,3,h,777000.0,S,Nelson,27/11/2016,11.2,3073.0,3.0,1.0,2.0,480.0,,,Darebin,-37.7265,144.9918,Northern Metropolitan,21650.0
5233,Reservoir,24 Home St,4,h,1162000.0,S,Barry,27/11/2016,11.2,3073.0,4.0,3.0,4.0,695.0,,,Darebin,-37.7264,145.0198,Northern Metropolitan,21650.0
5234,Reservoir,89 McMahon Rd,3,h,620000.0,SP,McGrath,27/11/2016,11.2,3073.0,3.0,1.0,2.0,653.0,,,Darebin,-37.7108,145.0156,Northern Metropolitan,21650.0
5235,Reservoir,1 Mendip Rd,3,h,1025000.0,S,RW,27/11/2016,11.2,3073.0,3.0,1.0,4.0,670.0,134.0,1935.0,Darebin,-37.7242,145.0154,Northern Metropolitan,21650.0
5236,Reservoir,72 Oconnor St,3,h,762500.0,S,Nelson,27/11/2016,11.2,3073.0,3.0,1.0,2.0,677.0,,,Darebin,-37.7101,144.9999,Northern Metropolitan,21650.0
5237,Reservoir,40 Powell St,3,h,832000.0,S,Nelson,27/11/2016,11.2,3073.0,3.0,1.0,2.0,496.0,,,Darebin,-37.7263,145.0003,Northern Metropolitan,21650.0
5238,Reservoir,17 Steane St,5,h,820000.0,SP,hockingstuart,27/11/2016,11.2,3073.0,5.0,2.0,2.0,737.0,150.0,,Darebin,-37.7306,145.0242,Northern Metropolitan,21650.0
5239,Reservoir,81 Barton St,3,h,784000.0,S,Nelson,28/05/2016,11.2,3073.0,3.0,1.0,2.0,602.0,162.0,1970.0,Darebin,-37.7115,145.0009,Northern Metropolitan,21650.0
5240,Reservoir,16 Birdwood St,4,h,1186000.0,SP,Nelson,28/05/2016,11.2,3073.0,4.0,1.0,2.0,895.0,188.0,1940.0,Darebin,-37.7285,144.9964,Northern Metropolitan,21650.0
5241,Reservoir,11 Carrington Rd,3,h,665000.0,S,Barry,28/05/2016,11.2,3073.0,3.0,1.0,1.0,467.0,,,Darebin,-37.7219,144.9892,Northern Metropolitan,21650.0
5242,Reservoir,1/9 Daventry St,2,u,405000.0,S,Barry,28/05/2016,11.2,3073.0,2.0,1.0,1.0,121.0,,1965.0,Darebin,-37.7146,145.001,Northern Metropolitan,21650.0
5243,Reservoir,1/23 George St,2,u,431000.0,S,Barry,28/05/2016,11.2,3073.0,2.0,1.0,1.0,139.0,,1975.0,Darebin,-37.7175,145.0,Northern Metropolitan,21650.0
5244,Reservoir,39 Leamington St,4,h,885000.0,S,Ray,28/05/2016,11.2,3073.0,4.0,2.0,2.0,508.0,141.0,1950.0,Darebin,-37.7129,145.0047,Northern Metropolitan,21650.0
5245,Reservoir,6 MacKenzie St,3,h,718500.0,S,Nelson,28/05/2016,11.2,3073.0,3.0,1.0,6.0,807.0,133.0,1975.0,Darebin,-37.704,144.9864,Northern Metropolitan,21650.0
5246,Reservoir,12 Nutwood St,5,h,762500.0,S,Nelson,28/05/2016,11.2,3073.0,3.0,2.0,2.0,548.0,285.0,1990.0,Darebin,-37.7099,145.0333,Northern Metropolitan,21650.0
5247,Reservoir,20 Rodman St,3,h,737000.0,S,Barry,28/05/2016,11.2,3073.0,2.0,3.0,6.0,957.0,,,Darebin,-37.7012,145.0069,Northern Metropolitan,21650.0
5248,Reservoir,56 Gloucester St,3,h,810000.0,S,Nelson,28/08/2016,11.2,3073.0,3.0,2.0,2.0,279.0,,,Darebin,-37.7192,144.9971,Northern Metropolitan,21650.0
5249,Reservoir,42 Oconnor St,2,h,610000.0,S,Nelson,28/08/2016,11.2,3073.0,3.0,1.0,2.0,383.0,103.0,1970.0,Darebin,-37.7103,145.0037,Northern Metropolitan,21650.0
5250,Reservoir,4/77 Pine St,2,u,430000.0,S,Barry,28/08/2016,11.2,3073.0,2.0,1.0,1.0,152.0,,,Darebin,-37.7173,144.9976,Northern Metropolitan,21650.0
5251,Reservoir,39 Shand Rd,2,h,730000.0,VB,Ray,28/08/2016,11.2,3073.0,2.0,1.0,2.0,637.0,,,Darebin,-37.7207,145.0196,Northern Metropolitan,21650.0
5252,Reservoir,183 Wilson Bvd,4,h,680000.0,S,Ray,28/08/2016,11.2,3073.0,4.0,1.0,2.0,561.0,134.0,1960.0,Darebin,-37.696999999999996,144.9989,Northern Metropolitan,21650.0
5253,Reservoir,27 Ashton St,3,h,705000.0,S,Barry,30/07/2016,11.2,3073.0,3.0,1.0,1.0,437.0,,1930.0,Darebin,-37.7291,145.02100000000004,Northern Metropolitan,21650.0
5254,Reservoir,46 Bourke St,3,h,705000.0,S,Ray,30/07/2016,11.2,3073.0,3.0,1.0,3.0,513.0,,,Darebin,-37.7243,144.9883,Northern Metropolitan,21650.0
5255,Reservoir,2/14 Ludeman Ct,2,u,390000.0,SP,Love,30/07/2016,11.2,3073.0,2.0,1.0,1.0,133.0,65.0,2012.0,Darebin,-37.6983,144.9998,Northern Metropolitan,21650.0
5256,Richmond,24 Butler St,2,h,937000.0,S,Biggin,3/09/2016,2.6,3121.0,2.0,1.0,1.0,125.0,103.0,1950.0,Yarra,-37.8106,144.994,Northern Metropolitan,14949.0
5257,Richmond,81 Erin St,3,h,1260000.0,S,Biggin,3/09/2016,2.6,3121.0,2.0,1.0,0.0,203.0,81.0,1900.0,Yarra,-37.8166,144.9945,Northern Metropolitan,14949.0
5258,Richmond,52 Lyndhurst St,3,t,1236000.0,S,Jellis,3/09/2016,2.6,3121.0,3.0,2.0,1.0,675.0,,,Yarra,-37.8206,145.0003,Northern Metropolitan,14949.0
5259,Richmond,409/120 Palmer St,2,u,540000.0,PI,LITTLE,3/09/2016,2.6,3121.0,2.0,2.0,1.0,656.0,,,Yarra,-37.8195,145.0103,Northern Metropolitan,14949.0
5260,Richmond,6/25 River St,2,u,795250.0,S,hockingstuart,3/09/2016,2.6,3121.0,2.0,1.0,2.0,0.0,85.0,1997.0,Yarra,-37.8164,145.0136,Northern Metropolitan,14949.0
5261,Richmond,29/9 Tennyson St,2,u,582000.0,S,Biggin,3/09/2016,2.6,3121.0,2.0,1.0,1.0,0.0,75.0,2001.0,Yarra,-37.824,144.9918,Northern Metropolitan,14949.0
5262,Richmond,2/65 Westbank Tce,1,u,500000.0,SP,Domain,3/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,,,Yarra,-37.8226,145.013,Northern Metropolitan,14949.0
5263,Richmond,7 Bank St,3,h,1600000.0,S,hockingstuart,3/12/2016,2.6,3121.0,3.0,2.0,1.0,115.0,,,Yarra,-37.8163,144.9984,Northern Metropolitan,14949.0
5264,Richmond,29 Bowen St,3,h,2180000.0,PI,Blue,3/12/2016,2.6,3121.0,3.0,2.0,2.0,345.0,,,Yarra,-37.8159,144.994,Northern Metropolitan,14949.0
5265,Richmond,3/11 Brougham St,1,u,370000.0,S,Biggin,3/12/2016,2.6,3121.0,1.0,1.0,1.0,502.0,38.0,1950.0,Yarra,-37.8214,144.9997,Northern Metropolitan,14949.0
5266,Richmond,131 Lord St,4,h,3335000.0,S,Jellis,3/12/2016,2.6,3121.0,4.0,2.0,2.0,319.0,,1893.0,Yarra,-37.8244,145.0044,Northern Metropolitan,14949.0
5267,Richmond,60 Somerset St,2,h,935000.0,S,Biggin,3/12/2016,2.6,3121.0,2.0,1.0,1.0,67.0,,1998.0,Yarra,-37.8159,145.0033,Northern Metropolitan,14949.0
5268,Richmond,234 Coppin St,3,h,1102000.0,S,Dingle,4/02/2016,2.6,3121.0,3.0,2.0,0.0,194.0,,,Yarra,-37.8265,145.0022,Northern Metropolitan,14949.0
5269,Richmond,502/39 Bosisto St,1,u,437500.0,SP,Biggin,4/03/2017,2.6,3121.0,1.0,1.0,1.0,778.0,,2013.0,Yarra,-37.8177,144.9972,Northern Metropolitan,14949.0
5270,Richmond,412/10 Burnley St,1,u,421000.0,SP,Biggin,4/03/2017,2.6,3121.0,1.0,1.0,1.0,8223.0,57.0,2012.0,Yarra,-37.8127,145.0094,Northern Metropolitan,14949.0
5271,Richmond,3/24 Davison St,2,u,479000.0,S,Biggin,4/03/2017,2.6,3121.0,2.0,1.0,1.0,534.0,,1970.0,Yarra,-37.8123,145.0081,Northern Metropolitan,14949.0
5272,Richmond,78 Davison St,5,h,3200000.0,SP,Jellis,4/03/2017,2.6,3121.0,5.0,3.0,3.0,618.0,260.0,1890.0,Yarra,-37.8157,145.0073,Northern Metropolitan,14949.0
5273,Richmond,28/81 Edinburgh St,2,u,479000.0,S,Jellis,4/03/2017,2.6,3121.0,2.0,1.0,1.0,0.0,62.0,1970.0,Yarra,-37.8258,145.0057,Northern Metropolitan,14949.0
5274,Richmond,32 Jubilee Pl,2,h,1042500.0,S,hockingstuart,4/03/2017,2.6,3121.0,2.0,1.0,1.0,80.0,,,Yarra,-37.8126,145.004,Northern Metropolitan,14949.0
